Genre,MovieName,tags,language
Action Adventure Thriller,mission: impossible ii,Action Adventure Thriller John Woo Tom Cruise Dougray Scott Richard Roxburgh,en
Action Adventure Drama Thriller,the perfect storm,Action Adventure Drama Thriller Wolfgang Petersen Karen Allen Mary Elizabeth Mastrantonio Bob Gunton,en
Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,Action Adventure Sci-Fi Thriller Tim Story Chris Evans Ioan Gruffudd Andre Braugher,en
Adventure Drama Fantasy,life of pi,Adventure Drama Fantasy Ang Lee Suraj Sharma Rafe Spall Tabu,en
Action Fantasy Thriller,ghost rider,Action Fantasy Thriller Mark Steven Johnson Nicolas Cage Matt Long Peter Fonda,en
Action Thriller,jason bourne,Action Thriller Paul Greengrass Matt Damon Riz Ahmed Ato Essandoh,en
Action Adventure Comedy Crime,charlie's angels: full throttle,Action Adventure Comedy Crime McG Demi Moore Bernie Mac Justin Theroux,en
Adventure Mystery Sci-Fi,prometheus,Adventure Mystery Sci-Fi Ridley Scott Michael Fassbender Charlize Theron Sean Harris,en
Adventure Animation Comedy Family Fantasy,stuart little 2,Adventure Animation Comedy Family Fantasy Rob Minkoff Nathan Lane Brad Garrett Melanie Griffith,en
Action Drama Sci-Fi Thriller,elysium,Action Drama Sci-Fi Thriller Neill Blomkamp Matt Damon Sharlto Copley Alice Braga,en
Action Adventure Sci-Fi Thriller,the chronicles of riddick,Action Adventure Sci-Fi Thriller David Twohy Vin Diesel Alexa Davalos Christina Cox,en
Action Family Sport,speed racer,Action Family Sport Lana Wachowski Scott Porter Kick Gurry Nicholas Elia,en
Comedy Drama Romance,how do you know,Comedy Drama Romance James L. Brooks Shelley Conn Domenick Lombardozzi Teyonah Parris,en
Action Comedy Romance,knight and day,Action Comedy Romance James Mangold Tom Cruise Marc Blucas Jordi Mollà,en
Action Adventure Mystery Sci-Fi,oblivion,Action Adventure Mystery Sci-Fi Joseph Kosinski Morgan Freeman Tom Cruise Zoë Bell,en
Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,Action Adventure Fantasy Sci-Fi George Lucas Natalie Portman Christopher Lee Hayden Christensen,en
Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones,Action Adventure Fantasy Sci-Fi George Lucas Natalie Portman Christopher Lee Hayden Christensen,en
Adventure Animation Comedy Family Fantasy,"monsters, inc.",Adventure Animation Comedy Family Fantasy Pete Docter Steve Buscemi John Ratzenberger James Coburn,en
Action Adventure Sci-Fi Thriller,the wolverine,Action Adventure Sci-Fi Thriller James Mangold Hugh Jackman Tao Okamoto Rila Fukushima,en
Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace,Action Adventure Fantasy Sci-Fi George Lucas Natalie Portman Liam Neeson Ian McDiarmid,en
Adventure Animation Comedy Family Fantasy,the croods,Adventure Animation Comedy Family Fantasy Kirk De Micco Ryan Reynolds Emma Stone Nicolas Cage,en
Adventure Comedy Family Fantasy,asterix at the olympic games,Adventure Comedy Family Fantasy Frédéric Forestier Alain Delon Santiago Segura Vanessa Hessler,en
Action Drama War,windtalkers,Action Drama War John Woo Nicolas Cage Roger Willie Noah Emmerich,en
Action Adventure Drama Fantasy,the huntsman: winter's war,Action Adventure Drama Fantasy Cedric Nicolas-Troyan Chris Hemsworth Sam Claflin Charlize Theron,en
Adventure Drama Sci-Fi Thriller,gravity,Adventure Drama Sci-Fi Thriller Alfonso Cuarón Phaldut Sharma Basher Savage Amy Warren,en
Action Adventure Thriller,dante's peak,Action Adventure Thriller Roger Donaldson Jamie Renée Smith Grant Heslov Tzi Ma,en
Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows,Action Adventure Comedy Sci-Fi Dave Green Stephen Amell Noel Fisher Brad Garrett,en
Action Adventure Comedy Family Fantasy,night at the museum,Action Adventure Comedy Family Fantasy Shawn Levy Robin Williams Rami Malek Steve Coogan,en
Action Adventure Drama Thriller,san andreas,Action Adventure Drama Thriller Brad Peyton Dwayne Johnson Ioan Gruffudd Archie Panjabi,en
Action Adventure Thriller,tomorrow never dies,Action Adventure Thriller Roger Spottiswoode Vincent Schiavelli Colin Salmon Joe Don Baker,en
Action Drama History War,the patriot,Action Drama History War Roland Emmerich Heath Ledger Adam Baldwin Tom Wilkinson,en
Crime Thriller,ocean's twelve,Crime Thriller Steven Soderbergh Brad Pitt Julia Roberts Mini Anden,en
Action Comedy Crime Romance Thriller,mr. & mrs. smith,Action Comedy Crime Romance Thriller Doug Liman Brad Pitt Angelina Jolie Pitt Stephanie March,en
Adventure Sci-Fi Thriller,insurgent,Adventure Sci-Fi Thriller Robert Schwentke Kate Winslet Theo James Mekhi Phifer,en
Biography Drama,the aviator,Biography Drama Martin Scorsese Leonardo DiCaprio Adam Scott Frances Conroy,en
Adventure Comedy Family Fantasy,gulliver's travels,Adventure Comedy Family Fantasy Rob Letterman James Corden Catherine Tate Olly Alexander,en
Action Comedy Crime Sci-Fi Thriller,the green hornet,Action Comedy Crime Sci-Fi Thriller Michel Gondry Christoph Waltz Tom Wilkinson Chad L. Coleman,en
Action Adventure Crime,the a-team,Action Adventure Crime George Peppard Dirk Benedict Dwight Schultz,en
Action Drama Fantasy War,300: rise of an empire,Action Drama Fantasy War Noam Murro Eva Green Sullivan Stapleton Peter Mensah,en
Adventure Animation Comedy Family Fantasy,the smurfs,Adventure Animation Comedy Family Fantasy Raja Gosnell Mahadeo Shivraj Tim Gunn Madison McKinley,en
Animation Comedy Family Music Western,home on the range,Animation Comedy Family Music Western Will Finn Steve Buscemi Roseanne Barr G.W. Bailey,en
Action Adventure Mystery Sci-Fi Thriller,allegiant,Action Adventure Mystery Sci-Fi Thriller Robert Schwentke Naomi Watts Theo James Zoë Kravitz,en
Action Drama Sci-Fi Sport,real steel,Action Drama Sci-Fi Sport Shawn Levy Hugh Jackman Torey Michael Adkins Olga Fonda,en
Adventure Animation Comedy Family Fantasy,the smurfs 2,Adventure Animation Comedy Family Fantasy Raja Gosnell Jacob Tremblay Nancy O'Dell Vanessa Matsui,en
Action Crime Romance Thriller,speed 2: cruise control,Action Crime Romance Thriller Jan de Bont Jason Patric Temuera Morrison Lois Chiles,en
Action Sci-Fi,ender's game,Action Sci-Fi Gavin Hood Harrison Ford Moises Arias Aramis Knight,en
Action Adventure Thriller,live free or die hard,Action Adventure Thriller Len Wiseman Bruce Willis Jonathan Sadowski Cyril Raffaelli,en
Action Adventure Drama Fantasy,the lord of the rings: the fellowship of the ring,Action Adventure Drama Fantasy Peter Jackson Christopher Lee Orlando Bloom Billy Boyd,en
Biography Drama Sport,ali,Biography Drama Sport Michael Mann Will Smith Jada Pinkett Smith Joe Morton,en
Adventure Comedy Family Fantasy,the cat in the hat,Adventure Comedy Family Fantasy Bo Welch Sean Hayes Kelly Preston Spencer Breslin,en
Action Mystery Sci-Fi Thriller,"i, robot",Action Mystery Sci-Fi Thriller Alex Proyas Will Smith Bruce Greenwood Chi McBride,en
Action Adventure Drama History War,kingdom of heaven,Action Adventure Drama History War Ridley Scott Liam Neeson Orlando Bloom Philip Glenister,en
Adventure Comedy Family Fantasy,stuart little,Adventure Comedy Family Fantasy Rob Minkoff Chazz Palminteri Nathan Lane Jeffrey Jones,en
Animation Family Fantasy Musical Romance,the princess and the frog,Animation Family Fantasy Musical Romance Ron Clements Oprah Winfrey Jenifer Lewis Anika Noni Rose,en
Adventure Drama Sci-Fi,the martian,Adventure Drama Sci-Fi Ridley Scott Matt Damon Donald Glover Benedict Wong,en
Comedy,"10,000 b.c.",Comedy Christopher Barnard Mathew Buck,en
Comedy Romance,town & country,Comedy Romance Peter Chelsom Del Zamora Warren Beatty Garry Shandling,en
Action Crime Thriller,gone in sixty seconds,Action Crime Thriller Dominic Sena Nicolas Cage Angelina Jolie Pitt Robert Duvall,en
Action Drama Romance,gladiator,Action Drama Romance Ridley Scott Djimon Hounsou Connie Nielsen Oliver Reed,en
Action Mystery Sci-Fi Thriller,minority report,Action Mystery Sci-Fi Thriller Steven Spielberg Tom Cruise Frank Grillo Jessica Capshaw,en
Adventure Family Fantasy Mystery,harry potter and the chamber of secrets,Adventure Family Fantasy Mystery Chris Columbus Daniel Radcliffe Rupert Grint Emma Watson,en
Action Sci-Fi,terminator 2: judgment day,Action Sci-Fi James Cameron Joe Morton Jenette Goldstein S. Epatha Merkerson,en
Biography Crime Drama History Romance,public enemies,Biography Crime Drama History Romance Michael Mann Johnny Depp Christian Bale Stephen Graham,en
Biography Crime Drama,american gangster,Biography Crime Drama Ridley Scott Denzel Washington Ruby Dee RZA,en
Action Comedy Thriller,true lies,Action Comedy Thriller James Cameron Jamie Lee Curtis Tia Carrere Tom Arnold,en
Action Crime Thriller,the taking of pelham 1 2 3,Action Crime Thriller Tony Scott Denzel Washington Ramon Rodriguez Michael Rispoli,en
Comedy Romance,little fockers,Comedy Romance Paul Weitz Robert De Niro Blythe Danner Teri Polo,en
Action Comedy Crime,the other guys,Action Comedy Crime Adam McKay Dwayne Johnson Will Ferrell Derek Jeter,en
Action Drama Mystery Thriller,eraser,Action Drama Mystery Thriller Chuck Russell Vanessa Williams James Coburn Roma Maffia,en
Drama Western,django unchained,Drama Western Quentin Tarantino Leonardo DiCaprio Christoph Waltz Ato Essandoh,en
Animation Drama Family Musical Romance,the hunchback of notre dame,Animation Drama Family Musical Romance Gary Trousdale Demi Moore Jason Alexander Bill Fagerbakke,en
Adventure Animation Comedy Family Fantasy,the emperor's new groove,Adventure Animation Comedy Family Fantasy Mark Dindal Eartha Kitt Wendie Malick John Fiedler,en
Action Adventure Thriller,the expendables 2,Action Adventure Thriller Simon West Jason Statham Sylvester Stallone Bruce Willis,en
Action Adventure Comedy Family Mystery,national treasure,Action Adventure Comedy Family Mystery Jon Turteltaub Nicolas Cage Armando Riesco Annie Parisse,en
Action Adventure Family Fantasy,eragon,Action Adventure Family Fantasy Stefen Fangmeier Djimon Hounsou Ed Speleers Gary Lewis,en
Adventure Drama Family Fantasy,where the wild things are,Adventure Drama Family Fantasy Spike Jonze Catherine O'Hara Ryan Corr Max Records,en
Adventure Animation Family Fantasy,epic,Adventure Animation Family Fantasy Chris Wedge Josh Hutcherson Emma Kenney Troy Evans,en
Action Fantasy Horror Mystery,end of days,Action Fantasy Horror Mystery Peter Hyams CCH Pounder Mark Margolis Udo Kier,en
Adventure Drama Thriller,blood diamond,Adventure Drama Thriller Edward Zwick Leonardo DiCaprio Djimon Hounsou Stephen Collins,en
Biography Comedy Crime Drama,the wolf of wall street,Biography Comedy Crime Drama Martin Scorsese Leonardo DiCaprio Matthew McConaughey Jon Favreau,en
Action Adventure Fantasy,batman forever,Action Adventure Fantasy Joel Schumacher Michael Gough Rene Auberjonois Debi Mazar,en
Action Sci-Fi War,starship troopers,Action Sci-Fi War Paul Verhoeven Jake Busey Patrick Muldoon Seth Gilliam,en
Drama Sci-Fi,cloud atlas,Drama Sci-Fi Tom Tykwer Tom Hanks Jim Sturgess Jim Broadbent,en
Action Adventure Animation Family Fantasy,legend of the guardians: the owls of ga'hoole,Action Adventure Animation Family Fantasy Zack Snyder Abbie Cornish Richard Roxburgh Anthony LaPaglia,en
Action Crime Fantasy Romance Thriller,catwoman,Action Crime Fantasy Romance Thriller Pitof Frances Conroy Christopher Heyerdahl Alex Borstein,en
Adventure Animation Family Sci-Fi,treasure planet,Adventure Animation Family Sci-Fi Ron Clements Joseph Gordon-Levitt Martin Short Michael Wincott,en
Adventure Comedy Sci-Fi,land of the lost,Adventure Comedy Sci-Fi Brad Silberling Will Ferrell Anna Friel Bobb'e J. Thompson,en
Action Adventure Thriller,the expendables 3,Action Adventure Thriller Patrick Hughes Jason Statham Sylvester Stallone Harrison Ford,en
Comedy Family Fantasy,son of the mask,Comedy Family Fantasy Lawrence Guterman Jamie Kennedy Traylor Howard Ben Stein,en
Action Adventure Biography Drama History Thriller,in the heart of the sea,Action Adventure Biography Drama History Thriller Ron Howard Chris Hemsworth Benjamin Walker Frank Dillane,en
Action Comedy Sci-Fi,the adventures of pluto nash,Action Comedy Sci-Fi Ron Underwood Rosario Dawson Randy Quaid Burt Young,en
Action Drama Thriller War,green zone,Action Drama Thriller War Paul Greengrass Matt Damon Sean Huze Igal Naor,en
Adventure Animation Comedy Family,the peanuts movie,Adventure Animation Comedy Family Steve Martino Francesca Capaldi Venus Schultheis Bill Melendez,en
Drama Mystery Thriller,the spanish prisoner,Drama Mystery Thriller David Mamet Ben Gazzara Felicity Huffman Campbell Scott,en
Action Adventure Fantasy Thriller,the mummy returns,Action Adventure Fantasy Thriller Stephen Sommers Dwayne Johnson Brendan Fraser Patricia Velasquez,en
Crime Drama,gangs of new york,Crime Drama Martin Scorsese Leonardo DiCaprio Liam Neeson Jim Broadbent,en
Drama History Romance War,the flowers of war,Drama History Romance War Yimou Zhang Christian Bale Ni Ni Shigeo Kobayashi,en
Animation Comedy Family Sport,surf's up,Animation Comedy Family Sport Ash Brannon Jeff Bridges Zooey Deschanel Jon Heder,en
Comedy Sci-Fi Thriller,the stepford wives,Comedy Sci-Fi Thriller Frank Oz Jon Lovitz Matthew Broderick Roger Bart,en
Drama History War,black hawk down,Drama History War Ridley Scott Ioan Gruffudd Sam Shepard Ewen Bremner,en
Comedy,the campaign,Comedy Jay Roach Will Ferrell Thomas Middleditch Katherine LaNasa,en
Action Adventure Sci-Fi,the fifth element,Action Adventure Sci-Fi Luc Besson Milla Jovovich Bruce Willis Gary Oldman,en
Comedy Drama Romance,sex and the city 2,Comedy Drama Romance Michael Patrick King Chris Noth Liza Minnelli Kristin Davis,en
Adventure Animation Comedy Family Romance,the road to el dorado,Adventure Animation Comedy Family Romance Bibo Bergeron Frank Welker Rosie Perez Elton John,en
Adventure Animation Comedy Family,ice age: continental drift,Adventure Animation Comedy Family Steve Martino Peter Dinklage Josh Gad Drake,en
Adventure Animation Comedy Family,finding nemo,Adventure Animation Comedy Family Andrew Stanton Alexander Gould Stephen Root Brad Garrett,en
Action Adventure Drama Fantasy,the lord of the rings: the return of the king,Action Adventure Drama Fantasy Peter Jackson Orlando Bloom Billy Boyd Bernard Hill,en
Action Adventure Drama Fantasy,the lord of the rings: the two towers,Action Adventure Drama Fantasy Peter Jackson Christopher Lee Orlando Bloom Billy Boyd,en
Action Adventure Fantasy,seventh son,Action Adventure Fantasy Sergey Bodrov Jeff Bridges Djimon Hounsou Olivia Williams,en
Action Adventure Fantasy Thriller,lara croft: tomb raider,Action Adventure Fantasy Thriller Simon West Angelina Jolie Pitt Noah Taylor Chris Barrie,en
Drama Mystery Romance Sci-Fi Thriller,transcendence,Drama Mystery Romance Sci-Fi Thriller Wally Pfister Johnny Depp Morgan Freeman Clifton Collins Jr.,en
Action Adventure Sci-Fi Thriller,jurassic park iii,Action Adventure Sci-Fi Thriller Joe Johnston Michael Jeter Trevor Morgan Alessandro Nivola,en
Action Drama Sci-Fi Thriller,rise of the planet of the apes,Action Drama Sci-Fi Thriller Rupert Wyatt James Franco David Oyelowo Tyler Labine,en
Adventure Family Fantasy,the spiderwick chronicles,Adventure Family Fantasy Mark Waters Martin Short Tod Fennell Joan Plowright,en
Action Thriller,a good day to die hard,Action Thriller John Moore Bruce Willis Cole Hauser Megalyn Echikunwoke,en
Action Adventure Comedy,cutthroat island,Action Adventure Comedy Renny Harlin Christopher Masterson Frank Langella Matthew Modine,en
Adventure Family Fantasy,percy jackson & the olympians: the lightning thief,Adventure Family Fantasy Chris Columbus Logan Lerman Rosario Dawson Steve Coogan,en
Adventure Comedy Family Mystery Sci-Fi,men in black,Adventure Comedy Family Mystery Sci-Fi Barry Sonnenfeld Will Smith Rip Torn Linda Fiorentino,en
Adventure Animation Comedy Family Fantasy,toy story 2,Adventure Animation Comedy Family Fantasy John Lasseter Tom Hanks John Ratzenberger Wayne Knight,en
Action Thriller,unstoppable,Action Thriller Tony Scott Denzel Washington Rosario Dawson Ethan Suplee,en
Action Comedy Crime Thriller,rush hour 2,Action Comedy Crime Thriller Brett Ratner Mei Melançon John Lone Harris Yulin,en
Drama Fantasy Horror Mystery Thriller,what lies beneath,Drama Fantasy Horror Mystery Thriller Robert Zemeckis Harrison Ford Amber Valletta Miranda Otto,en
Animation Comedy Family Sci-Fi,cloudy with a chance of meatballs,Animation Comedy Family Sci-Fi Phil Lord Will Forte Bobb'e J. Thompson Al Roker,en
Action Adventure Animation Comedy Family,ice age: dawn of the dinosaurs,Action Adventure Animation Comedy Family Carlos Saldanha Denis Leary Maile Flanagan Kelly Keaton,en
Adventure Comedy Drama Fantasy Romance,the secret life of walter mitty,Adventure Comedy Drama Fantasy Romance Ben Stiller Adam Scott Adrian Martinez Joey Slotnick,en
Action Adventure Comedy Crime Thriller,charlie's angels,Action Adventure Comedy Crime Thriller McG Bill Murray LL Cool J Kelly Lynch,en
